WKT,ID,Color,Bateria_Li,Res_NumPla
"MULTILINESTRING Z ((442309.5264 4478233.9058 0,442308.582 4478229.7947 0))",2484874,Verde,Batería,2
"MULTILINESTRING Z ((442313.5262 4478178.6894 0,442311.5262 4478177.3561 0,442310.0818 4478176.745 0,442307.804 4478175.6339 0,442306.2485 4478175.3005 0,442303.9707 4478174.745 0,442302.4707 4478174.5783 0))",2484876,Verde,Batería,5
"MULTILINESTRING Z ((442275.5818 4478264.6894 0,442272.6373 4478264.1339 0))",2484878,Verde,Batería,1
"MULTILINESTRING Z ((442270.304 4478263.4672 0,442266.8596 4478262.4672 0))",2484879,Verde,Batería,1
"MULTILINESTRING Z ((442262.6279 4478260.7983 0,442265.0723 4478261.7427 0))",2484880,Verde,Batería,1
"MULTILINESTRING Z ((443946.2452 4476153.3662 0,443947.5538 4476160.1563 0))",2484887,Azul,Batería,3
"MULTILINESTRING Z ((443934.9118 4476083.9094 0,443936.418 4476094.2551 0,443939.8501 4476115.7366 0))",2484888,Azul,Batería,14
"MULTILINESTRING Z ((443939.9571 4476116.4938 0,443942.8871 4476134.1234 0,443946.1629 4476152.8724 0))",2484904,Azul,Batería,16
"MULTILINESTRING Z ((442733.1464 4478503.9835 0,442718.8131 4478504.9094 0))",2485077,Verde,Línea,3
"MULTILINESTRING Z ((442553.8871 4478351.7983 0,442554.1464 4478354.2798 0))",2485114,Verde,Batería,1
"MULTILINESTRING Z ((442551.1834 4478322.7983 0,442551.9057 4478331.2427 0))",2485117,Verde,Batería,3
"MULTILINESTRING Z ((442550.6279 4478316.7427 0,442551.0168 4478321.5205 0))",2485118,Verde,Batería,2
"MULTILINESTRING Z ((442547.6834 4478285.7427 0,442548.1279 4478290.5761 0))",2485121,Verde,Batería,2
"MULTILINESTRING Z ((442545.5723 4478263.5205 0,442545.7946 4478266.2427 0))",2485125,Verde,Batería,1
"MULTILINESTRING Z ((442545.1279 4478259.2983 0,442545.4612 4478262.1872 0))",2485126,Verde,Batería,1
"MULTILINESTRING Z ((442544.4057 4478250.8538 0,442544.9612 4478257.965 0))",2485127,Verde,Batería,3
"MULTILINESTRING Z ((442543.5168 4478239.2983 0,442543.739 4478242.0761 0))",2485130,Verde,Batería,1
"MULTILINESTRING Z ((442543.1094 4478234.6131 0,442543.3316 4478237.3168 0))",2485131,Verde,Batería,1
"MULTILINESTRING Z ((442542.4057 4478226.1316 0,442542.9612 4478232.9094 0))",2485132,Verde,Batería,3
"MULTILINESTRING Z ((442541.9983 4478221.3909 0,442542.2205 4478224.0576 0))",2485133,Verde,Batería,1
"MULTILINESTRING Z ((442541.6649 4478217.465 0,442541.8871 4478220.0205 0))",2485136,Verde,Batería,1
"MULTILINESTRING Z ((442538.2946 4478183.502 0,442538.776 4478190.1316 0))",2485137,Verde,Batería,3
"MULTILINESTRING Z ((442538.9242 4478192.1316 0,442539.1464 4478194.9464 0))",2485138,Verde,Batería,1
"MULTILINESTRING Z ((442536.2863 4478162.5349 0,442536.1382 4478160.9382 0))",2485139,Verde,Batería,1
"MULTILINESTRING Z ((442535.5044 4478154.6008 0,442535.9736 4478159.2427 0))",2485140,Verde,Batería,2
"MULTILINESTRING Z ((442534.5415 4478144.7407 0,442534.3769 4478143.1604 0))",2485142,Verde,Batería,1
"MULTILINESTRING Z ((442533.9983 4478139.325 0,442534.1958 4478141.2345 0))",2485143,Verde,Batería,1
"MULTILINESTRING Z ((442593.5822 4478484.8723 0,442592.9989 4478478.7056 0))",2485170,Azul,Batería,2
"MULTILINESTRING Z ((442592.9155 4478477.7056 0,442592.1655 4478471.4556 0))",2485174,Azul,Batería,2
"MULTILINESTRING Z ((442591.4057 4478462.2427 0,442590.9057 4478457.0761 0))",2485176,Azul,Batería,2
"MULTILINESTRING Z ((442586.6834 4478412.0205 0,442585.9057 4478403.3538 0))",2485196,Azul,Batería,3
"MULTILINESTRING Z ((442587.5168 4478420.0761 0,442586.9057 4478413.2983 0))",2485198,Azul,Batería,2
"MULTILINESTRING Z ((442561.1334 4478139.1751 0,442560.8001 4478136.3417 0))",2485199,Verde,Batería,1
"MULTILINESTRING Z ((443044.5723 4478474.0761 0,443036.239 4478480.1316 0))",2485311,Verde,Línea,2
"MULTILINESTRING Z ((442892.5223 4478205.2862 0,442889.4668 4478202.7306 0))",2485363,Azul,Línea,1
"MULTILINESTRING Z ((443080.0267 4478415.1223 0,443076.9711 4478407.8445 0))",2485388,Verde,Batería,3
"MULTILINESTRING Z ((443076.6933 4478407.0667 0,443075.6933 4478404.7889 0))",2485389,Verde,Batería,1
"MULTILINESTRING Z ((443096.3044 4478408.5111 0,443093.2489 4478401.3445 0))",2485390,Verde,Batería,3
"MULTILINESTRING Z ((443092.9155 4478400.4556 0,443090.9711 4478395.6223 0))",2485391,Verde,Batería,2
"MULTILINESTRING Z ((442943.1557 4478166.4094 0,442937.489 4478161.1594 0))",2485417,Verde,Línea,1
"MULTILINESTRING Z ((440679.768 4477655.1065 0,440694.6939 4477653.9583 0))",2485433,Verde,Línea,2
"MULTILINESTRING Z ((440673.7556 4477654.1435 0,440679.3112 4477653.6497 0))",2485436,Verde,Línea,1
"MULTILINESTRING Z ((443505.1464 4478383.502 0,443502.8501 4478369.6501 0))",2485651,Verde,Línea,3
"MULTILINESTRING Z ((443015.6557 4478735.9927 0,443015.6557 4478730.5761 0))",2485744,Azul,Línea,1
"MULTILINESTRING Z ((443268.489 4478410.7427 0,443273.1557 4478408.5761 0))",2485784,Verde,Línea,1
"MULTILINESTRING Z ((443366.739 4478684.7983 0,443361.9057 4478685.6316 0))",2485819,Verde,Línea,1
"MULTILINESTRING Z ((443326.6936 4478702.7831 0,443329.3602 4478702.3942 0))",2485821,Verde,Batería,1
"MULTILINESTRING Z ((443330.4158 4478702.172 0,443337.8602 4478701.1164 0))",2485822,Verde,Batería,3
"MULTILINESTRING Z ((443349.6936 4478699.2275 0,443346.8602 4478699.7275 0))",2485823,Verde,Batería,1
"MULTILINESTRING Z ((443339.1834 4478700.8538 0,443343.1834 4478700.2983 0))",2485824,Verde,Batería,2
"MULTILINESTRING Z ((443367.0269 4478696.5608 0,443364.638 4478696.9497 0))",2485825,Verde,Batería,1
"MULTILINESTRING Z ((443356.0723 4478696.9927 0,443363.3223 4478696.1594 0))",2485826,Verde,Batería,3
"MULTILINESTRING Z ((443471.4612 4478769.4094 0,443472.8501 4478767.965 0,443489.239 4478749.0761 0))",2485834,Verde,Batería,11
"MULTILINESTRING Z ((443582.1557 4478749.3261 0,443577.1557 4478758.9094 0))",2485840,Verde,Línea,2
"MULTILINESTRING Z ((443587.5723 4478739.4927 0,443585.4057 4478743.1594 0))",2485842,Verde,Línea,1
"MULTILINESTRING Z ((443641.3223 4478772.7427 0,443642.6557 4478767.4094 0))",2485843,Verde,Batería,2
"MULTILINESTRING Z ((443639.739 4478778.6594 0,443640.489 4478776.0761 0))",2485844,Verde,Batería,1
"MULTILINESTRING Z ((443636.9057 4478788.7427 0,443637.739 4478786.0761 0))",2485845,Verde,Batería,1
"MULTILINESTRING Z ((443633.989 4478800.0761 0,443635.239 4478794.7427 0))",2485846,Verde,Batería,2
"MULTILINESTRING Z ((443622.4057 4478842.7427 0,443623.9057 4478836.9094 0))",2485847,Verde,Batería,2
"MULTILINESTRING Z ((443619.239 4478853.5761 0,443621.6557 4478845.4927 0))",2485848,Verde,Batería,3
"MULTILINESTRING Z ((440306.1464 4477376.539 0,440306.0353 4477372.8353 0))",2485873,Verde,Línea,1
"MULTILINESTRING Z ((443409.489 4478497.5761 0,443438.1557 4478497.7427 0))",2485878,Verde,Línea,6
"MULTILINESTRING Z ((441436.989 4477583.5761 0,441437.4057 4477588.6594 0))",2486010,Azul,Línea,1
"MULTILINESTRING Z ((441640.5818 4477800.4672 0,441635.2485 4477802.3005 0))",2486030,Verde,Línea,1
"MULTILINESTRING Z ((439468.5538 4478524.3538 0,439458.2205 4478520.5761 0))",2486098,Azul,Batería,4
"MULTILINESTRING Z ((439646.1834 4477811.7613 0,439672.9612 4477819.7242 0))",2486123,Azul,Línea,5
"MULTILINESTRING Z ((439675.9489 4477835.539 0,439679.5044 4477824.2057 0))",2486124,Verde,Línea,2
"MULTILINESTRING Z ((439671.3069 4477850.2551 0,439673.7267 4477842.6255 0))",2486127,Verde,Línea,1
"MULTILINESTRING Z ((442094.4057 4477976.5761 0,442108.5723 4477968.6872 0))",2486159,Verde,Línea,3
"MULTILINESTRING Z ((442151.9151 4477994.5783 0,442149.7485 4477989.9672 0))",2486273,Verde,Línea,1
"MULTILINESTRING Z ((442248.8223 4477998.7427 0,442244.989 4477991.2427 0))",2486422,Verde,Línea,1
"MULTILINESTRING Z ((442527.381 4478073.9094 0,442526.9859 4478068.9547 0))",2486453,Verde,Batería,2
"MULTILINESTRING Z ((442525.916 4478056.0877 0,442525.7513 4478054.1783 0))",2486455,Verde,Batería,1
"MULTILINESTRING Z ((442524.5662 4478040.1316 0,442524.9283 4478044.4444 0))",2486457,Verde,Batería,2
"MULTILINESTRING Z ((442519.3686 4477985.9094 0,442520.8871 4478001.2057 0))",2486463,Verde,Batería,6
"MULTILINESTRING Z ((442518.8501 4477974.2983 0,442518.6279 4477971.1316 0))",2486464,Verde,Batería,1
"MULTILINESTRING Z ((442516.1382 4477944.7901 0,442515.8913 4477942.1069 0))",2486467,Verde,Batería,1
"MULTILINESTRING Z ((442515.7102 4477940.2798 0,442515.4633 4477937.5802 0))",2486468,Verde,Batería,1
"MULTILINESTRING Z ((442514.9859 4477932.6501 0,442515.3069 4477935.7613 0))",2486469,Verde,Batería,2
"MULTILINESTRING Z ((442509.0307 4477866.2011 0,442509.2807 4477869.8261 0))",2486474,Verde,Batería,1
"MULTILINESTRING Z ((441247.8928 4472617.7163 0,441249.2299 4472632.807 0))",2486555,Verde,Línea,3
"MULTILINESTRING Z ((442115.8223 4477721.4094 0,442119.239 4477727.6594 0))",2486579,Verde,Línea,1
"MULTILINESTRING Z ((442030.2811 4477578.6867 0,442034.9108 4477587.0941 0))",2486604,Verde,Línea,2
"MULTILINESTRING Z ((442128.8871 4477600.7736 0,442115.06 4477608.3045 0))",2486631,Verde,Línea,3
"MULTILINESTRING Z ((442080.5723 4477541.2427 0,442066.4057 4477548.6594 0))",2486637,Verde,Línea,3
"MULTILINESTRING Z ((441996.133 4477572.4645 0,442001.0219 4477571.5015 0))",2486638,Verde,Línea,1
"MULTILINESTRING Z ((442027.3923 4477561.3904 0,442037.5774 4477556.0571 0))",2486640,Verde,Línea,2
"MULTILINESTRING Z ((441979.3182 4477446.5015 0,441984.5404 4477448.5015 0))",2486644,Verde,Línea,1
"MULTILINESTRING Z ((441882.133 4477442.9645 0,441884.4108 4477445.9645 0,441885.6885 4477448.3534 0,441886.4663 4477450.9089 0,441887.4108 4477453.6311 0,441887.9108 4477455.1311 0,441889.5219 4477457.7423 0,441901.0219 4477471.4089 0,441908.5774 4477481.2978 0))",2486646,Azul,Línea,10
"MULTILINESTRING Z ((442410.239 4477626.6594 0,442416.9057 4477639.9094 0))",2487493,Verde,Línea,3
"MULTILINESTRING Z ((442430.2807 4477666.5761 0,442422.5307 4477651.4511 0))",2487494,Verde,Línea,4
"MULTILINESTRING Z ((442388.5851 4477246.3133 0,442398.2427 4477236.8898 0))",2487731,Verde,Línea,3
"MULTILINESTRING Z ((442829.739 4477858.3261 0,442827.6557 4477865.0761 0,442826.6557 4477867.6594 0,442825.8223 4477870.8261 0,442823.9057 4477881.5761 0))",2487983,Azul,Línea,8
"MULTILINESTRING Z ((442544.3557 4477951.4528 0,442544.0779 4477948.3417 0))",2488107,Verde,Batería,1
"MULTILINESTRING Z ((443078.9612 4477880.965 0,443059.5723 4477884.8538 0))",2488181,Verde,Línea,4
"MULTILINESTRING Z ((443102.5168 4478027.0205 0,443101.2946 4478033.1872 0))",2488187,Verde,Línea,1
"MULTILINESTRING Z ((443103.9612 4478019.6872 0,443102.7946 4478025.8538 0))",2488188,Verde,Línea,1
"MULTILINESTRING Z ((443105.6834 4478010.3538 0,443104.239 4478018.0761 0))",2488189,Verde,Línea,1
"MULTILINESTRING Z ((443107.4057 4478001.7427 0,443106.0723 4478008.5205 0))",2488190,Verde,Línea,1
"MULTILINESTRING Z ((443115.2445 4478003.5084 0,443113.4112 4478013.0084 0))",2488191,Verde,Línea,2
"MULTILINESTRING Z ((443113.189 4478014.5639 0,443112.2445 4478019.1751 0))",2488192,Verde,Línea,1
"MULTILINESTRING Z ((443111.9668 4478020.6751 0,443110.7445 4478027.0639 0))",2488193,Verde,Línea,1
"MULTILINESTRING Z ((443110.5223 4478028.2862 0,443109.2445 4478034.9528 0))",2488194,Verde,Línea,1
"MULTILINESTRING Z ((443107.9612 4478041.4094 0,443108.8501 4478036.7983 0))",2488195,Verde,Línea,1
"MULTILINESTRING Z ((442991.3557 4478058.7862 0,442993.2816 4478052.7862 0))",2488203,Verde,Línea,1
"MULTILINESTRING Z ((442608.776 4477656.9464 0,442612.3686 4477642.465 0))",2488398,Verde,Línea,3
"MULTILINESTRING Z ((442715.4057 4477752.1872 0,442716.1834 4477759.7427 0))",2488462,Verde,Batería,3
"MULTILINESTRING Z ((442714.1094 4477737.6131 0,442714.5538 4477742.2057 0))",2488463,Verde,Batería,2
"MULTILINESTRING Z ((442713.5908 4477731.6872 0,442713.9983 4477736.2427 0))",2488464,Verde,Batería,2
"MULTILINESTRING Z ((442713.0723 4477725.9094 0,442713.4797 4477730.539 0))",2488465,Verde,Batería,2
"MULTILINESTRING Z ((442711.3884 4477707.0797 0,442710.9439 4477702.4131 0))",2488469,Verde,Batería,2
"MULTILINESTRING Z ((442710.9069 4477701.0056 0,442710.4254 4477696.2279 0))",2488470,Verde,Batería,2
"MULTILINESTRING Z ((442710.9439 4477687.5242 0,442711.6106 4477684.8945 0))",2488472,Verde,Batería,1
"MULTILINESTRING Z ((442713.4624 4477677.7093 0,442714.6106 4477673.1538 0))",2488474,Verde,Batería,2
"MULTILINESTRING Z ((442715.018 4477671.6723 0,442716.2032 4477666.9316 0))",2488475,Verde,Batería,2
"MULTILINESTRING Z ((442716.5365 4477665.6353 0,442717.7217 4477660.7834 0))",2488476,Verde,Batería,2
"MULTILINESTRING Z ((442717.981 4477659.5982 0,442719.2032 4477654.7464 0))",2488477,Verde,Batería,2
"MULTILINESTRING Z ((442719.5365 4477653.4131 0,442720.7587 4477648.5612 0))",2488478,Verde,Batería,2
"MULTILINESTRING Z ((442731.1834 4477605.6872 0,442732.239 4477601.965 0))",2488482,Verde,Batería,2
"MULTILINESTRING Z ((442729.9612 4477610.9094 0,442730.9057 4477607.0205 0))",2488483,Verde,Batería,2
"MULTILINESTRING Z ((442728.5168 4477616.6316 0,442729.6834 4477612.0205 0))",2488485,Verde,Batería,2
"MULTILINESTRING Z ((442727.239 4477622.0205 0,442728.2946 4477617.465 0))",2488486,Verde,Batería,2
"MULTILINESTRING Z ((442725.8501 4477627.6316 0,442726.9612 4477623.1316 0))",2488488,Verde,Batería,2
"MULTILINESTRING Z ((442799.2402 4477707.5056 0,442806.1847 4477708.6168 0))",2488522,Verde,Línea,1
"MULTILINESTRING Z ((442607.9057 4477442.8261 0,442611.739 4477428.2427 0))",2488594,Verde,Línea,3
"MULTILINESTRING Z ((442632.739 4477180.1594 0,442641.9057 4477171.1594 0))",2488706,Verde,Línea,3
"MULTILINESTRING Z ((442875.739 4477383.9927 0,442872.5723 4477388.1594 0))",2488775,Verde,Batería,2
"MULTILINESTRING Z ((442853.989 4477414.2427 0,442857.0723 4477409.9094 0))",2488777,Verde,Batería,2
"MULTILINESTRING Z ((442849.989 4477419.9927 0,442853.1557 4477415.3261 0))",2488778,Verde,Batería,2
"MULTILINESTRING Z ((442846.0723 4477425.2427 0,442849.239 4477420.9927 0))",2488779,Verde,Batería,2
"MULTILINESTRING Z ((442830.3316 4477447.2427 0,442833.2946 4477443.1316 0))",2488881,Verde,Batería,2
"MULTILINESTRING Z ((442824.3686 4477455.502 0,442826.4427 4477452.6131 0))",2488884,Verde,Batería,1
"MULTILINESTRING Z ((442869.3501 4477322.6872 0,442881.1834 4477331.7983 0))",2488894,Azul,Línea,3
"MULTILINESTRING Z ((442812.518 4477471.8945 0,442810.0735 4477475.339 0))",2488949,Verde,Batería,2
"MULTILINESTRING Z ((442806.7402 4477480.1168 0,442803.7402 4477484.1168 0))",2488951,Verde,Batería,2
"MULTILINESTRING Z ((442803.2402 4477484.7834 0,442801.2402 4477487.6723 0))",2488952,Verde,Batería,1
"MULTILINESTRING Z ((442800.7958 4477488.2834 0,442798.0735 4477492.1168 0))",2488954,Verde,Batería,2
"MULTILINESTRING Z ((442848.4057 4477609.7427 0,442855.739 4477611.9094 0))",2488994,Verde,Línea,1
"MULTILINESTRING Z ((442779.6557 4477521.4094 0,442781.739 4477516.9927 0))",2489038,Verde,Batería,2
"MULTILINESTRING Z ((442776.989 4477526.4927 0,442779.1557 4477522.0761 0))",2489040,Verde,Batería,2
"MULTILINESTRING Z ((442775.0723 4477530.1594 0,442776.489 4477527.4927 0))",2489043,Verde,Batería,1
"MULTILINESTRING Z ((443590.3933 4476079.6131 0,443590.5415 4476078.9958 0,443593.5538 4476076.0329 0))",2489385,Verde,Línea,1
"MULTILINESTRING Z ((443004.6225 4477673.296 0,442990.8385 4477689.3627 0,442987.3266 4477693.6647 0,442980.4785 4477701.303 0,442975.2986 4477707.4488 0,442962.7437 4477722.1985 0))",2489392,Verde,Batería,25
"MULTILINESTRING Z ((439940.3659 4477759.8226 0,439943.1992 4477754.6559 0))",2489399,Verde,Línea,1
"MULTILINESTRING Z ((442764.6557 4472812.1594 0,442818.4057 4472776.8261 0))",2489412,Verde,Línea,13
"MULTILINESTRING Z ((442432.9842 4475425.5066 0,442416.8685 4475426.6429 0))",2489414,Verde,Batería,6
"MULTILINESTRING Z ((443644.8954 4477131.7969 0,443647.0682 4477133.1796 0,443651.2383 4477135.2098 0,443654.2342 4477135.8683 0,443656.857 4477136.1755 0,443659.5127 4477136.1865 0,443661.7513 4477135.989 0,443663.9022 4477135.6049 0,443667.5346 4477134.4855 0,443670.0915 4477133.3552 0,443671.7157 4477132.4773 0,443672.418 4477132.0932 0,443673.9653 4477130.9519 0,443676.3796 4477129.0205 0,443677.9489 4477127.1659 0))",2489443,Verde,Línea,8
"MULTILINESTRING Z ((443024.5735 4477758.8945 0,443028.4624 4477754.9501 0))",2489449,Verde,Línea,1
"MULTILINESTRING Z ((443019.2402 4477764.2834 0,443023.1291 4477760.339 0))",2489451,Verde,Línea,1
"MULTILINESTRING Z ((443013.7958 4477769.7834 0,443017.6847 4477765.839 0))",2489452,Verde,Línea,1
"MULTILINESTRING Z ((440208.8679 4477502.7599 0,440209.1972 4477507.4458 0))",2489467,Verde,Línea,1
"MULTILINESTRING Z ((443008.3513 4477775.1168 0,443012.2402 4477771.2279 0))",2489468,Verde,Línea,1
"MULTILINESTRING Z ((443003.1847 4477780.339 0,443007.018 4477776.3945 0))",2489473,Verde,Línea,1
"MULTILINESTRING Z ((443309.9668 4477933.8417 0,443291.9112 4477921.6195 0))",2489569,Azul,Línea,4
"MULTILINESTRING Z ((443280.489 4477726.3261 0,443273.739 4477733.3261 0))",2489593,Verde,Línea,2
"MULTILINESTRING Z ((442535.739 4476497.9094 0,442534.739 4476486.0205 0))",2489600,Verde,Línea,2
"MULTILINESTRING Z ((442628.0723 4476288.4094 0,442628.9057 4476298.9094 0))",2489612,Verde,Línea,2
"MULTILINESTRING Z ((442626.8223 4476269.9094 0,442627.5723 4476280.7427 0))",2489614,Verde,Línea,2
"MULTILINESTRING Z ((442438.4534 4476367.4722 0,442443.0188 4476367.1795 0))",2489616,Verde,Línea,1
"MULTILINESTRING Z ((442452.1958 4476366.502 0,442462.097 4476365.7119 0))",2489618,Verde,Línea,2
"MULTILINESTRING Z ((442517.3501 4476418.5205 0,442517.9057 4476427.3538 0))",2489629,Verde,Batería,3
"MULTILINESTRING Z ((442492.2946 4475951.1872 0,442493.239 4475965.6316 0))",2489670,Verde,Línea,3
"MULTILINESTRING Z ((442761.702 4475696.3538 0,442754.0353 4475696.9094 0))",2489697,Azul,Línea,1
"MULTILINESTRING Z ((442294.8223 4476607.0761 0,442294.239 4476600.1594 0))",2489705,Verde,Línea,1
"MULTILINESTRING Z ((443732.5662 4477735.8573 0,443759.0682 4477749.465 0))",2489750,Verde,Línea,6
"MULTILINESTRING Z ((443377.0106 4477688.4032 0,443376.5168 4477685.9588 0))",2489867,Verde,Batería,1
"MULTILINESTRING Z ((443371.8995 4477663.5143 0,443372.9365 4477668.4773 0))",2489874,Verde,Batería,2
"MULTILINESTRING Z ((443363.9242 4477626.0946 0,443362.8871 4477621.3538 0))",2489880,Verde,Batería,3
"MULTILINESTRING Z ((443362.4921 4477619.5226 0,443361.3563 4477614.3538 0))",2489883,Verde,Batería,3
"MULTILINESTRING Z ((443360.5332 4477610.6666 0,443360.9612 4477612.609 0))",2489885,Verde,Batería,1
"MULTILINESTRING Z ((443358.9201 4477603.3086 0,443359.3481 4477605.2345 0))",2489887,Verde,Batería,1
"MULTILINESTRING Z ((443394.1464 4477672.2798 0,443394.9365 4477676.0082 0))",2489915,Verde,Batería,2
"MULTILINESTRING Z ((443393.3316 4477668.4526 0,443393.7513 4477670.4773 0))",2489916,Verde,Batería,1
"MULTILINESTRING Z ((443392.6155 4477665.0699 0,443392.9612 4477666.6255 0))",2489918,Verde,Batería,1
"MULTILINESTRING Z ((443391.4304 4477659.3909 0,443392.2452 4477663.3168 0))",2489919,Verde,Batería,2
"MULTILINESTRING Z ((443380.5168 4477604.9464 0,443381.5538 4477609.9588 0))",2489920,Verde,Batería,2
"MULTILINESTRING Z ((443379.6279 4477600.6748 0,443380.1711 4477603.218 0))",2489921,Verde,Batería,1
"MULTILINESTRING Z ((443376.7966 4477587.144 0,443377.6361 4477591.0781 0))",2489922,Verde,Batería,2
"MULTILINESTRING Z ((443375.9132 4477582.9355 0,443376.418 4477585.3717 0))",2489923,Verde,Batería,1
"MULTILINESTRING Z ((443372.2575 4477565.3168 0,443373.9983 4477573.7983 0))",2489925,Verde,Batería,4
"MULTILINESTRING Z ((443369.518 4477552.0056 0,443368.4069 4477547.2279 0))",2489926,Verde,Batería,2
"MULTILINESTRING Z ((443368.2946 4477546.4773 0,443367.5538 4477543.0452 0))",2489927,Verde,Batería,2
"MULTILINESTRING Z ((443448.9859 4477627.9094 0,443454.3686 4477626.7489 0))",2489986,Verde,Batería,2
"MULTILINESTRING Z ((443443.9736 4477628.9876 0,443447.167 4477628.2962 0))",2489987,Verde,Batería,1
"MULTILINESTRING Z ((443436.4839 4477630.6008 0,443442.097 4477629.3991 0))",2489988,Verde,Batería,2
"MULTILINESTRING Z ((443431.5785 4477524.6748 0,443436.097 4477523.7613 0))",2490019,Verde,Batería,2
"MULTILINESTRING Z ((443423.9736 4477526.2551 0,443429.8995 4477525.0205 0))",2490021,Verde,Batería,3
"MULTILINESTRING Z ((443403.6649 4477530.502 0,443398.6649 4477531.5761 0))",2490028,Verde,Batería,2
"MULTILINESTRING Z ((443411.9983 4477528.7242 0,443404.1094 4477530.4279 0))",2490031,Verde,Batería,3
"MULTILINESTRING Z ((443331.5017 4477373.7064 0,443333.4331 4477383.0013 0))",2490205,Verde,Batería,4
"MULTILINESTRING Z ((443355.6279 4477488.3045 0,443355.9242 4477489.7613 0))",2490288,Verde,Batería,1
"MULTILINESTRING Z ((443348.7966 4477455.8683 0,443349.2465 4477457.9862 0))",2490290,Verde,Batería,1
"MULTILINESTRING Z ((443347.4468 4477449.4485 0,443347.8583 4477451.4073 0))",2490291,Verde,Batería,1
"MULTILINESTRING Z ((443853.7512 4477474.6587 0,443836.2512 4477508.492 0))",2490341,Verde,Línea,8
"MULTILINESTRING Z ((443213.989 4477253.4094 0,443223.489 4477251.8261 0))",2490466,Verde,Batería,4
"MULTILINESTRING Z ((443196.9057 4477385.7427 0,443198.3223 4477383.3261 0))",2490477,Azul,Batería,1
"MULTILINESTRING Z ((443261.9057 4477315.9094 0,443257.5723 4477322.4927 0))",2490510,Verde,Batería,3
"MULTILINESTRING Z ((443076.6625 4477373.9175 0,443080.3784 4477369.2107 0))",2490522,Verde,Batería,2
"MULTILINESTRING Z ((443106.3686 4477256.0082 0,443100.2205 4477256.3045 0))",2490575,Verde,Línea,1
"MULTILINESTRING Z ((443107.6032 4477255.9588 0,443113.0353 4477255.6625 0))",2490576,Verde,Línea,1
"MULTILINESTRING Z ((443146.8378 4477253.5143 0,443141.0847 4477253.8847 0))",2490587,Verde,Línea,1
"MULTILINESTRING Z ((443134.4674 4477254.3045 0,443139.8501 4477253.9588 0))",2490590,Verde,Línea,1
"MULTILINESTRING Z ((443127.7513 4477254.7242 0,443133.2081 4477254.3785 0))",2490597,Verde,Línea,1
"MULTILINESTRING Z ((443159.1094 4477149.218 0,443156.2699 4477147.0205 0))",2490814,Verde,Línea,1
"MULTILINESTRING Z ((443264.9118 4477227.5637 0,443267.5785 4477226.9958 0))",2490884,Verde,Batería,1
"MULTILINESTRING Z ((443261.5785 4477228.2798 0,443264.3439 4477227.6872 0))",2490886,Verde,Batería,1
"MULTILINESTRING Z ((443254.8378 4477229.7119 0,443259.702 4477228.6748 0))",2490891,Verde,Batería,2
"MULTILINESTRING Z ((443255.6773 4477241.144 0,443260.0476 4477240.2057 0))",2490928,Verde,Línea,1
"MULTILINESTRING Z ((443362.4921 4477208.8724 0,443352.3192 4477210.9711 0))",2491050,Verde,Línea,2
"MULTILINESTRING Z ((443351.0847 4477211.2427 0,443340.8871 4477213.3662 0))",2491051,Verde,Línea,2
"MULTILINESTRING Z ((443339.6649 4477213.5761 0,443329.4057 4477215.7242 0))",2491054,Verde,Línea,2
"MULTILINESTRING Z ((443320.0065 4477214.6666 0,443314.0147 4477215.9176 0))",2491114,Verde,Línea,1
"MULTILINESTRING Z ((443249.9736 4477142.6501 0,443258.8625 4477150.2551 0))",2491132,Azul,Batería,5
"MULTILINESTRING Z ((443326.953 4477103.2592 0,443329.1752 4477105.8765 0))",2491245,Verde,Batería,2
"MULTILINESTRING Z ((443290.739 4477069.3415 0,443292.5908 4477070.7736 0))",2491258,Verde,Batería,1
"MULTILINESTRING Z ((443303.6498 4477058.0411 0,443307.7651 4477061.2674 0,443311.2109 4477064.1865 0,443322.097 4477073.9314 0,443334.4537 4477086.5185 0))",2491269,Azul,Línea,9
"MULTILINESTRING Z ((443272.0723 4476948.2551 0,443278.4921 4476939.6625 0))",2491293,Verde,Batería,4
"MULTILINESTRING Z ((442907.6937 4477192.609 0,442912.5991 4477197.5802 0))",2491456,Azul,Línea,1
"MULTILINESTRING Z ((442913.5538 4477198.5514 0,442918.2205 4477203.2674 0))",2491457,Azul,Línea,1
"MULTILINESTRING Z ((442919.2822 4477204.3292 0,442924.1958 4477209.3168 0))",2491458,Azul,Línea,1
"MULTILINESTRING Z ((442925.1341 4477210.2551 0,442929.8501 4477215.0205 0))",2491459,Azul,Línea,1
"MULTILINESTRING Z ((442959.1392 4477226.3576 0,442965.8895 4477228.484 0))",2491472,Verde,Batería,3
"MULTILINESTRING Z ((442951.0725 4477222.0374 0,442953.6376 4477224.6025 0,442957.2153 4477225.7501 0))",2491477,Verde,Batería,3
"MULTILINESTRING Z ((442939.6756 4477210.4718 0,442938.1455 4477208.9192 0))",2491481,Verde,Batería,1
"MULTILINESTRING Z ((442905.4715 4477176.2633 0,442909.9489 4477180.7571 0))",2491482,Verde,Batería,3
"MULTILINESTRING Z ((442911.3316 4477182.1069 0,442914.6649 4477185.4403 0))",2491483,Verde,Batería,2
"MULTILINESTRING Z ((442934.9057 4477205.4927 0,442931.0723 4477201.8261 0))",2491484,Verde,Batería,2
